Title|Gross
No Such Thing|60006
Der Schuh des Manitu|5985187
Yaadein...|961308
Run for the Money|44368
Ali|58183966
Hedwig and the Angry Inch|3029081
Into the Arms of Strangers: Stories of the Kindertransport|374555
Large|85014
Rentun ruusu|2236169
Rölli ja metsänhenki|1645512
Asoka|702777
Baise-moi|5793
Billy Elliot|21994911
Domestic Disturbance|45207112
The Girl|104883
The Price of Milk|111124
The Trip|300000
Storytelling|912442
All Over the Guy|1006969
Astérix & Obélix: Mission Cléopâtre|3115188
Crazy/Beautiful|16929123
Das Experiment|141072
Bonhoeffer: Agent of Grace|296181
The Brothers|27457409
Corky Romano|23978402
The Deep End|8821782
The Other Side of Heaven|4720371
Har Dil Jo Pyar Karega...|406235
Killing Me Softly|196621
Krámpack|347986
Legally Blonde|95001351
Night at the Golden Eagle|16241
Rat Race|56607223
Refugee|540000
See Spot Run|33357476
Unfaithful|52756933
La virgen de los sicarios|525029
Series 7: The Contenders|171478
Evolution|38311134
Före stormen|81806
Gypsy 83|29367
Hart's War|19076815
How to Lose a Guy in 10 Days|105807520
Innocence|2194919
John Q|71026631
The Low Down|32395
Shun liu Ni liu|93817
Der Tunnel|10890
House of 1000 Corpses|12634962
I'm the One That I Want|1205606
Jungle|54125
Surviving Christmas|11198345
An American Reunion|4944285
Maid in Manhattan|93815117
All the Queen's Men|22723
Buffalo Soldiers|353743
Rabbit-Proof Fence|6165429
Followers|4841
The Grey Zone|507443
Hearts in Atlantis|24185781
Heist|23483357
History Lessons|9240
Manic|69716
American Pie 2|145103595
Eban and Charley|26114
High Heels and Low Lifes|226792
Last Orders|2326407
The Pianist|32572577
Reign of Fire|43061982
Star Trek: Nemesis|43119879
Out Cold|13903262
The Triumph of Love|446942
The Sweetest Thing|24430272
The Anniversary Party|4013506
CQ|411034
The Fourth Angel|134160
Lucía y el sexo|1490177
Koi... Mil Gaya|681000
La pianiste|1900282
Split Decision|1472
Vasantha Maligai|1238000
China: The Panda Adventure|3708478
Dayereh|673780
Dhadkan|45380
Dil Pe Mat Le Yaar!!|8443
Hamara Dil Aapke Paas Hai|392076
Khiladi 420|26731
Kurukshetra|36889
Lansdown|12614
Liam|1006408
Pinocchio|3681811
Rebels with a Cause|7843
Seom|21075
Tortilla Soup|4447014
The Animal|55762229
Baby Boy|28734552
El espinazo del diablo|754749
Intimacy|103440
Pauline & Paulette|139493
Possession|10103647
The Safety of Objects|319125
Shallow Hal|70836296
Startup.com|1280975
Sweet Home Alabama|127214072
The Curse of the Jade Scorpion|7496522
Pokémon: The Movie 2000|43746923
Road to Perdition|104054514
S.W.A.T.|116643346
Scary Movie 2|71277420
En sång för Martin|27983
About Schmidt|65010106
Butterfly|1500
Cursed|19294901
Kangaroo Jack|66734992
High Crimes|41543207
NSync: Bigger Than Live|1808679
Panic Room|95308367
Pootie Tang|3293258
The Quiet American|12987647
Liars Club|13623
S1m0ne|9680913
Lovely & Amazing|4186931
Vingar av glas|828784
The Bourne Identity|121468960
Bubble Boy|5002310
Fastpitch|5847
Last Resort|114657
The Reckoning|256620
Mädchen, Mädchen|233538
One Week|237166
The Unsaid|56260
Zamani barayé masti asbha|700159
Backstage|1184727
Blossoms of Fire|2390
Dragonfly|30063805
Ghost Rider|115802596
Grégoire Moulin contre l'humanité|55328
Lantana|4460426
The Monkey's Mask|45826
My Big Fat Greek Wedding|241438208
Nadodi Mannan|467000
Paid in Full|3042188
Vanilla Sky|100614858
Ye ben|12789
Digimon: The Movie|9628751
Repli-Kate|1368619
Roozi ke zan shodam|344235
Taking Sides|188952
Íslenski draumurinn|379439
Tout près des étoiles: Les danseurs de l'Opéra de Paris|45500
Big Bad Love|100420
Calle 54|183140
Don't Say a Word|54997476
Piñero|1418314
The Price of Air|3544
Serving Sara|16930185
Son de mar|45423
Jay and Silent Bob Strike Back|30059386
Jackpot|43719
Pleure pas Germaine|9011
Rocket's Red Glare|6800000
Session 9|373967
The Turandot Project|32806
Adanggaman|28664
La boîte|124941
Empire|17504595
Freestyle: The Art of Rhyme|11255
George Washington|241816
Carman: The Champion|1743863
Paria|441496
Booye kafoor, atre yas|9874
Thomas est amoureux|39278
World Traveler|97000
Bangkok Dangerous|23300
Dolphins|69600000
Flyvende farmor|1303709
Jeepers Creepers|37470017
Lipgloss Explosion!|603
Love the Hard Way|43571
Me Without You|301175
Megiddo: The Omega Code 2|5974653
Men with Brooms|4239767
Uptown Girls|36922190
Satree lek|110825
View from the Top|15589458
Basic|26536120
Catch Me If You Can|164435221
Changing Lanes|66790248
The Endurance: Shackleton's Legendary Antarctic Expedition|2452566
Extreme Force|4532
Frailty|13103828
The Man Who Bought Mustique|7778
High Times Potluck|4827
Kissing Jessica Stein|7022940
Life as a House|15652637
Live Nude Girls Unite!|48752
Mondscheintarif|63459
Murder by Numbers|31874869
De 7 dødssyndene|46978
America's Sweethearts|93607673
Black Hawk Down|108638745
Black Knight|33422806
Boys Life 3|208076
Chaos|206789
Main Prem Ki Diwani Hoon|1225908
Für mich gab's nur noch Fassbinder|160854
The Girl Next Door|14589444
Grateful Dawg|359237
Livet är en schlager|1893840
Big Fat Liar|47811275
The Man from Elysian Fields|1431625
Meseautó|207794
Monsoon Wedding|13876974
The Mothman Prophecies|35228696
One Hour Photo|31597131
Pelle Svanslös och den stora skattjakten|1570126
Pumpkin|305690
Recess: School's Out|36696761
The Rookie|75600072
The Royal Tenenbaums|52353636
Scotland, Pa.|384098
Standard Time|80776
Stealing Harvard|13973532
L'ultimo bacio|1046734
You're the one|1430021
The Cat's Meow|3209481
Death to Smoochy|8355815
A Man Apart|26183197
Duplex|9652000
Finding Nemo|339714978
Kill Bill: Vol. 1|70098138
Marci X|1646664
The Opera Lover|1167
Pokémon 3: The Movie|17052128
Rush Hour 2|226138454
The Slaughter Rule|13134
Spy Game|62326785
Abandon|10719367
Avalon|400000
Felicidades|514981
Hybrid|159403
K-19: The Widowmaker|35168677
The One|43905746
The Ringer|35424335
Scooby-Doo|153288182
Wooly Boys|335726
Adaptation.|22245861
Brigham City|851136
Comment j'ai tué mon père|7480
Ice Age|176387405
Jimmy Neutron: Boy Genius|80920948
Kahin Pyaar Na Ho Jaaye|87000
Pettson och Findus - Kattonauten|449666
Ride|3176650
Thirteen Conversations About One Thing|3287435
The Time Machine|56684819
Ha-Hesder|137340
We Are the World|65000000
A Beautiful Mind|170708996
The Majestic|27807266
City by the Sea|22433915
Fah talai jone|74410
Betty Fisher et autres histoires|206400
Two Can Play That Game|22235901
The Hunted|34238611
Laissez-passer|26617
Ma femme est une actrice|1052922
Naken|24687
Ni na bian ji dian|193047
Reines d'un jour|14728
The Business of Strangers|1028337
Confessions of a Dangerous Mind|16003576
Coral Reef Adventure|24600000
Juana la Loca|279605
Teknolust|28811
The Truth About Charlie|5293525
Superbabies: Baby Geniuses 2|9109322
Go Tigers!|151692
My Boss's Daughter|15550605
The Jimmy Show|703
Kiss of the Dragon|36833473
Stoked: The Rise and Fall of Gator|131712
Tadpole|2882062
Welcome to Collinwood|333976
Eight Crazy Nights|23443124
Eight Legged Freaks|17266505
Beyond Vanilla|23886
Happy Here and Now|2443
Joshua|1237000
Kuch Khatti Kuch Meethi|57188
National Security|35764982
Raju Chacha|194698
Suspended Animation|6869
ZigZag|2418
Dak miu mai shing|263048
The Last Castle|18208078
K-PAX|50315140
Narc|10460089
Punch-Drunk Love|17791031
Blood, Friends and Money|4613
Mujhse Dosti Karoge!|805000
30 Years to Life|103540
The Beautiful Country|442612
The Gospel According to Philip K. Dick|582
Haiku Tunnel|251058
Jump Tomorrow|187474
Ararat|1554566
Darkness|22160085
Festival in Cannes|298971
Galapagos|17653220
It's All About Love|6140
Max Keeble's Big Move|17292381
My Kingdom|2607
Orange County|41032915
Poolhall Junkies|56059000
Sur mes lèvres|1359133
Johnny English|27972410
24 Hour Party People|1130379
Callas Forever|445996
Yadon ilaheyya|390847
Down Time|3000000
Le fate ignoranti|215339
The Hours|41597830
People I Know|121972
Secretary|4046737
Some Body|11696
Crossroads|37188667
Wendigo|99958
Kaubôi bibappu: Tengoku no tobira|999435
Dogtown and Z-Boys|1293295
Home Movie|118022
La mala educación|5211842
R2PC: Road to Park City|1216
Snipes|70569
Tape|490475
Lilo & Stitch|145771527
Avenging Angelo|160375
The Country Bears|16988996
Heftig og begeistret|1144
Lawless Heart|330067
Shiqi sui de dan che|157279
Virgil Bliss|1465
About a Boy|40566655
Below|589424
Chop Suey|179914
Dogville|1530386
Faat Kiné|20178
I Am Sam|40270895
New York in the 50's|4552
The Scorpion King|90341670
Not Another Teen Movie|37882551
We Were Soldiers|78120196
Cet amour-là|72036
Feuer, Eis & Dosenbier|2793000
Final|8693
Mickey|293793
Ned Kelly|74864
Trembling Before G-d|619612
All About the Benjamins|25482931
Enough|39177215
Haunted Castle|13651656
Hotel|12840
How High|31155435
The Importance of Being Earnest|8378141
Insomnia|67263182
Jodi No.1|82834
Spider|1641788
Hollywood Ending|4839383
Elling|313436
L'emploi du temps|448375
Gods and Generals|12870569
The Good Girl|14015786
On the Line|4356743
Dark Blue|9059588
Undercover Brother|38230435
Outta Time|4052
Divine Secrets of the Ya-Ya Sisterhood|69586544
Sorority Boys|10198766
Joe Somebody|22770864
Lola|101015
The Navigators|1940
Return to Never Land|48423368
Shackleton's Antarctic Adventure|160464
Trapped|6916869
Amy's Orgasm|513572
Ash Wednesday|2942
The Banger Sisters|30306281
Better Luck Tomorrow|3799339
Bad Company|30157016
The Hard Word|422688
Bloody Sunday|768045
Carnages|60158
Mr. Deeds|126203320
Dog Soldiers|247748
Amen.|274299
Femme Fatale|6592103
The First $20 Million Is Always the Hardest|2535
Garage Days|20600
Gosford Park|41300105
The Guru|3034181
Igby Goes Down|4681503
Iris|5580479
Nid de guêpes|284138
Princesa|19040
Le Raid|281374
Mávahlátur|261800
Undisputed|12398628
A Walk to Remember|41227069
Wasabi|81525
Snow Dogs|81150692
ABC Africa|9075
The Bread, My Sweet|1021479
Bubba Ho-tep|2003420
Cinemania|11305
The Circle|661445
The Good Thief|3517797
The Wild Thornberrys Movie|39880476
Darkness Falls|32131483
Riders|257528
I'm with Lucy|139823
Life or Something Like It|14448589
Love Liza|211724
The Emperor's New Clothes|569435
The Mystic Masseur|398610
Porn Star: The Legend of Ron Jeremy|411897
Promises|243769
Shadow Glories|22915
Spun|410241
Swimfan|28563926
Swimming Pool - Der Tod feiert mit|360896
Tuck Everlasting|19158074
Van Wilder|21005329
White Oleander|16346122
Extreme Ops|4835968
Qian xi man po|14809
The Château|200122
Down and Out with the Dolls|58936
The Holy Land|603520
The Jungle Book 2|47887943
Safar e Ghandehar|21122
Marilyn Hotchkiss' Ballroom Dancing and Charm School|333658
Martin & Orloff|34222
Mercano, el marciano|7715
Brooklyn Rules|398420
No Man's Land|1059830
The Emperor's Club|14060950
They|12693621
8 femmes|3076425
And Now... Ladies and Gentlemen...|736762
Anja & Viktor|1653707
Assassination Tango|970185
L'auberge espagnole|3895664
Boys to Men|144765
Demonlover|231756
Down from the Mountain|301388
Im Spiegel der Maya Deren|6015
Chaos|204274
Life and Debt|241297
Obsluhoval jsem anglického krále|617228
Red Betsy|164520
Charlotte Sometimes|83500
Showtime|37948765
Sin noticias de Dios|77281
Skins|238987
Mauvais genres|12452
Bangrajan|22826
Ted Bundy|6073
Coastlines|6490
Havoc|159821
En kærlighedshistorie|1791
Atanarjuat|3786801
Boat Trip|8586376
Cube 2: Hypercube|1294757
Dreamcatcher|33685268
Milwaukee, Minnesota|17350
Dahmer|144008
Monster's Ball|31252964
Once Upon a Time in Mexico|55845943
Owning Mahowny|1011054
Pandora's Box|44792
Passionada|536906
Signs|227965690
Siu lam juk kau|488872
Stolen Summer|119841
Sunshine State|3064356
Thérèse: The Story of Saint Thérèse of Lisieux|2607578
Les triplettes de Belleville|7002255
All or Nothing|121756
Babí léto|67296
Bend It Like Beckham|32543449
Respiro|1072534
Doctor Sleep|39381
Chuen jik sat sau|14992
Hulk|132122995
Kairo|49046
What a Girl Wants|35990505
Scorched|216220
Sobibór, 14 octobre 1943, 16 heures|33635
La chatte à deux têtes|3367
Genesis|12742
Hable con ella|9284265
Hatuna Meuheret|1551470
Rage: 20 Years of Punk Rock West Coast Style|3559
Rain|453517
Spy Kids 2: Island of Lost Dreams|85570368
Da wan|646
Choses secrètes|104533
Daredevil|102543518
Dieu est grand, je suis toute petite|65464
The Medallion|22108977
Tom & Thomas|83932
Zelary|329723
Ghost Ship|30079316
A Family Affair|41463
W.I.S.O.R.|2433
28 Days Later...|45063889
Akai hashi no shita no nurui mizu|62044
Asphalt Zahov|8172
Esmeraldero|100976
Hukkle|48153
The Powerpuff Girls|11411644
Young Adam|767240
Red Dragon|92930005
Analyze That|32122249
Big Ain't Bad|12288
The Butterfly Effect|57650876
The Life of David Gale|19593740
Meet the Fockers|279167575
Mule Skinner Blues|10106
The Tuxedo|50189179
Blue Car|464126
Max|527019
Full Frontal|2506446
New Suit|71743
Space Station 3D|80082781
The Wash|10097096
X2|214948780
By Hook or by Crook|1802
En construcción|8465
Hundstage|13031
Hush!|21278
Irréversible|753501
Life & Death|48871
Man-Thing|143615
Obscure Object of My Desire|23615
Raye makhfi|114183
Sia, le rêve du python|4662
Suriyothai|454255
Abril Despedaçado|64210
Xiao cai feng|665260
Le fils|65571
Ma femme... s'appelle Maurice|3723
Mean Machine|92191
Sennen joyû|37285
Swept Away|598645
Une femme de ménage|455026
À la folie... pas du tout|1009827
Balahibong pusa|2340000
G|3020784
Historias mínimas|102714
Lan yu|116192
Solitude|3362
Dil Chahta Hai|300000
Love in the Time of Money|6259
The Recruit|52784696
Fidel|117481
Green Card Fever|112746
El hijo de la novia|624153
The House on Turk Street|181600
Pulse: A Stomp Odyssey|10086514
The Rules of Attraction|6532619
800 balas|866
Before the Devil Knows You're Dead|7083025
Carandiru|213954
Dibu 3|240792
Dracula: Pages from a Virgin's Diary|39659
Décalage horaire|544434
Face|106939
I Remember Me|4039
Lajja|376000
Metoroporisu|636830
The Phantom of the Opera|51225796
Rush Hour 3|139885001
Samy y yo|196139
The Touch|5918742
The Transporter|25296447
Venus Boyz|18401
Friday After Next|32983713
Hansel & Gretel|100477
American Adobo|342855
Beyond Borders|4426297
Kaante|1002066
Minä ja Morrison|1806083
The Keeper: The Legend of Omar Khayyam|224512
Rent|29077547
Austin Powers in Goldmember|213079163
Personal Velocity: Three Portraits|765540
FeardotCom|13208023
A Guy Thing|15408822
Harry Potter and the Chamber of Secrets|261970615
Kaosu|4292
Knallharte Jungs|362846
The Master of Disguise|40363530
The Diaries of Vaslav Nijinsky|55068
The Warrior|48160
Wrong Turn|15417771
xXx|141204016
Sorority Girls' Revenge|348
Taxi 3|13171234
Time Changer|1283925
Vendredi soir|156918
Real Women Have Curves|5844929
The Chronicles of Riddick|57637485
Everybody Says I'm Fine!|112500
Goyangileul butaghae|3137
Little Secrets|405182
Valentín|275363
Bandido|398000
Brown Sugar|27362712
Ghosts of the Abyss|17040711
Half Past Dead|15361537
I Spy|33105600
Mindhunters|4480744
Poster Boy|61408
Ultimate X: The Movie|4197175
Riri Shushu no subete|24846
Kaena: La prophétie|7674
Far from Heaven|15854988
Manito|175000
Mr. Smith Gets a Hustler|1583
No sabe no contesta|32433
Bord de mer|13595
The Ring|128579698
Rosenstrasse|732036
Shrek 2|436471036
8 Mile|116724075
Whale Rider|20772796
Zuotian|17717
Jonah: A VeggieTales Movie|25571351
Laurel Canyon|3663356
Auto Focus|2062066
Cherish|160268
The Core|31111260
In America|15539266
Evelyn|1483975
Roger Dodger|1260761
Home on the Range|50026353
All the Real Girls|548712
Saraband|645634
Chicago|170687518
Fabled|25918
Gigli|6068735
Ying xiong|53583486
I Capture the Castle|1174139
Jersey Girl|25266129
Kart Racer|56146
Lilja 4-ever|181655
Manchester United: Beyond the Promised Land|22514
Morvern Callar|267194
La niña santa|304124
Notorious C.H.O.|1031495
Satin rouge|229150
Shanghai Knights|60470220
Blue Crush|40390647
Timeline|19480739
Chik yeung tin si|76584
Deliver Us from Eva|17334912
Dirty Pretty Things|8111360
Good Bye Lenin!|4063859
Crazy Like a Fox|9376
The Heart of Me|196067
L'homme du train|2541320
Jeepers Creepers II|35143332
God Grew Tired of Us: The Story of Lost Boys of Sudan|261895
